id,type,num_cores,voltages_frequencies,ISL,capacitance,powerIdle,battery_capacity,battery_now,error_rate,acceptableTasks,handleSafeTask,maxQueue,name
25,iot,16,"[[(10000000.0, 1.8), (160000000.0, 5.0), (40000000.0, 2.7)], [(10000000.0, 1.8), (40000000.0, 2.7), (80000000.0, 4.0)], [(160000000.0, 5.0), (40000000.0, 2.7), (80000000.0, 4.0)], [(20000000.0, 2.3), (40000000.0, 2.7), (10000000.0, 1.8)], [(40000000.0, 2.7), (80000000.0, 4.0), (20000000.0, 2.3)], [(80000000.0, 4.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(20000000.0, 2.3), (80000000.0, 4.0), (10000000.0, 1.8)], [(40000000.0, 2.7), (160000000.0, 5.0), (10000000.0, 1.8)], [(10000000.0, 1.8), (20000000.0, 2.3), (80000000.0, 4.0)], [(20000000.0, 2.3), (160000000.0, 5.0), (40000000.0, 2.7)], [(10000000.0, 1.8), (20000000.0, 2.3), (80000000.0, 4.0)], [(160000000.0, 5.0), (40000000.0, 2.7), (80000000.0, 4.0)], [(160000000.0, 5.0), (80000000.0, 4.0), (20000000.0, 2.3)], [(20000000.0, 2.3), (40000000.0, 2.7), (160000000.0, 5.0)], [(80000000.0, 4.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(160000000.0, 5.0), (10000000.0, 1.8), (20000000.0, 2.3)]]",0.17812882403223967,"[2.7176870699956066e-10, 2.337023456329832e-10, 2.9812631734802135e-10, 2.3683548307394916e-10, 2.191818688088072e-10, 2.785398223861326e-10, 2.152474139260195e-10, 2.5183011063553473e-10, 2.901051157369427e-10, 2.1206076853700666e-10, 2.9351488264305147e-10, 2.150683944040889e-10, 2.4505414800709895e-10, 2.1013429096151176e-10, 2.96607704974668e-10, 2.821016786052152e-10]","[0.001, 0.0007999999999999999, 0.0007999999999999999, 0.0007999999999999999, 0.0009, 0.0007999999999999999, 0.0009, 0.0009, 0.0009, 0.001, 0.0009, 0.0007999999999999999, 0.0007999999999999999, 0.0007999999999999999, 0.001, 0.0007999999999999999]",39222920.709844336,100,0.05875015604889484,"[2, 3, 1]",0,5,iot25
26,iot,8,"[[(10000000.0, 1.8), (160000000.0, 5.0), (20000000.0, 2.3)], [(160000000.0, 5.0), (10000000.0, 1.8), (80000000.0, 4.0)], [(40000000.0, 2.7), (10000000.0, 1.8), (160000000.0, 5.0)], [(160000000.0, 5.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(40000000.0, 2.7), (20000000.0, 2.3), (10000000.0, 1.8)], [(20000000.0, 2.3), (40000000.0, 2.7), (10000000.0, 1.8)], [(40000000.0, 2.7), (80000000.0, 4.0), (10000000.0, 1.8)], [(20000000.0, 2.3), (10000000.0, 1.8), (80000000.0, 4.0)]]",0.15695976732753425,"[2.4436281352338086e-10, 2.2967590775308004e-10, 2.015851511865112e-10, 2.385791188239631e-10, 2.6997486201570483e-10, 2.347182931354225e-10, 2.404422533197981e-10, 2.909649708186247e-10]","[0.0009, 0.001, 0.001, 0.0007999999999999999, 0.0009, 0.0009, 0.001, 0.0009]",39626667.13060667,100,0.056113687462898056,"[4, 3, 2]",1,5,iot26
27,iot,8,"[[(10000000.0, 1.8), (160000000.0, 5.0), (80000000.0, 4.0)], [(20000000.0, 2.3), (160000000.0, 5.0), (80000000.0, 4.0)], [(10000000.0, 1.8), (40000000.0, 2.7), (160000000.0, 5.0)], [(10000000.0, 1.8), (80000000.0, 4.0), (160000000.0, 5.0)], [(40000000.0, 2.7), (80000000.0, 4.0), (160000000.0, 5.0)], [(10000000.0, 1.8), (20000000.0, 2.3), (80000000.0, 4.0)], [(20000000.0, 2.3), (160000000.0, 5.0), (80000000.0, 4.0)], [(160000000.0, 5.0), (40000000.0, 2.7), (20000000.0, 2.3)]]",0.15076166821831946,"[2.3254934010142146e-10, 2.9541153111379617e-10, 2.7306923531898966e-10, 2.0954093359165388e-10, 2.774057057479253e-10, 2.2772564874215585e-10, 2.9179219693754453e-10, 2.5934624690617197e-10]","[0.001, 0.0007999999999999999, 0.0009, 0.001, 0.0007999999999999999, 0.001, 0.0009, 0.0009]",40469936.35979348,100,0.018626658890615114,"[4, 3, 1]",0,5,iot27
28,iot,4,"[[(10000000.0, 1.8), (20000000.0, 2.3), (160000000.0, 5.0)], [(80000000.0, 4.0), (160000000.0, 5.0), (20000000.0, 2.3)], [(40000000.0, 2.7), (20000000.0, 2.3), (10000000.0, 1.8)], [(20000000.0, 2.3), (80000000.0, 4.0), (160000000.0, 5.0)]]",0.17412565786095677,"[2.6367019422501177e-10, 2.712121125881686e-10, 2.0162247313271497e-10, 2.8797522469732815e-10]","[0.0007999999999999999, 0.0009, 0.0007999999999999999, 0.0007999999999999999]",38705858.34313797,100,0.016466627519645536,"[2, 4, 3]",1,5,iot28
29,iot,4,"[[(80000000.0, 4.0), (40000000.0, 2.7), (160000000.0, 5.0)], [(160000000.0, 5.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(10000000.0, 1.8), (80000000.0, 4.0), (160000000.0, 5.0)], [(40000000.0, 2.7), (20000000.0, 2.3), (10000000.0, 1.8)]]",0.1672729340207013,"[2.0714428616178572e-10, 2.2636341022163756e-10, 2.0891261244323433e-10, 2.689742006989756e-10]","[0.0007999999999999999, 0.001, 0.001, 0.0007999999999999999]",37312597.42360955,100,0.04437376178962724,"[1, 2, 4]",1,5,iot29
30,iot,16,"[[(40000000.0, 2.7), (160000000.0, 5.0), (80000000.0, 4.0)], [(40000000.0, 2.7), (10000000.0, 1.8), (20000000.0, 2.3)], [(10000000.0, 1.8), (160000000.0, 5.0), (40000000.0, 2.7)], [(20000000.0, 2.3), (10000000.0, 1.8), (160000000.0, 5.0)], [(20000000.0, 2.3), (10000000.0, 1.8), (80000000.0, 4.0)], [(160000000.0, 5.0), (40000000.0, 2.7), (80000000.0, 4.0)], [(10000000.0, 1.8), (80000000.0, 4.0), (40000000.0, 2.7)], [(160000000.0, 5.0), (80000000.0, 4.0), (10000000.0, 1.8)], [(40000000.0, 2.7), (10000000.0, 1.8), (20000000.0, 2.3)], [(160000000.0, 5.0), (80000000.0, 4.0), (20000000.0, 2.3)], [(80000000.0, 4.0), (20000000.0, 2.3), (160000000.0, 5.0)], [(40000000.0, 2.7), (20000000.0, 2.3), (160000000.0, 5.0)], [(160000000.0, 5.0), (20000000.0, 2.3), (80000000.0, 4.0)], [(160000000.0, 5.0), (20000000.0, 2.3), (10000000.0, 1.8)], [(80000000.0, 4.0), (10000000.0, 1.8), (160000000.0, 5.0)], [(20000000.0, 2.3), (160000000.0, 5.0), (80000000.0, 4.0)]]",0.14433728547186164,"[2.584947820559729e-10, 2.269768239037622e-10, 2.257401887947438e-10, 2.3192651404120366e-10, 2.633544252073695e-10, 2.7475730058635727e-10, 2.254242709816213e-10, 2.163806679127781e-10, 2.1942764475327238e-10, 2.5830765629654373e-10, 2.571500601825894e-10, 2.5563521038052296e-10, 2.4207573906683227e-10, 2.515613849227114e-10, 2.3291738898319946e-10, 2.827961960186477e-10]","[0.0009, 0.0007999999999999999, 0.0007999999999999999, 0.001, 0.0007999999999999999, 0.0007999999999999999, 0.001, 0.001, 0.0007999999999999999, 0.0009, 0.0009, 0.0009, 0.001, 0.001, 0.0009, 0.001]",37493460.11708973,100,0.027666984531755544,"[2, 4, 1]",1,5,iot30
31,iot,4,"[[(80000000.0, 4.0), (20000000.0, 2.3), (160000000.0, 5.0)], [(80000000.0, 4.0), (10000000.0, 1.8), (160000000.0, 5.0)], [(40000000.0, 2.7), (160000000.0, 5.0), (10000000.0, 1.8)], [(10000000.0, 1.8), (20000000.0, 2.3), (160000000.0, 5.0)]]",0.1739119326236132,"[2.815771981117019e-10, 2.0951197911393459e-10, 2.878476302019709e-10, 2.891589145899351e-10]","[0.0009, 0.001, 0.0009, 0.0009]",39297262.0284555,100,0.017123779090464367,"[2, 1, 3]",1,5,iot31
32,iot,8,"[[(20000000.0, 2.3), (160000000.0, 5.0), (40000000.0, 2.7)], [(80000000.0, 4.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(10000000.0, 1.8), (20000000.0, 2.3), (40000000.0, 2.7)], [(10000000.0, 1.8), (80000000.0, 4.0), (160000000.0, 5.0)], [(20000000.0, 2.3), (160000000.0, 5.0), (10000000.0, 1.8)], [(20000000.0, 2.3), (160000000.0, 5.0), (80000000.0, 4.0)], [(40000000.0, 2.7), (80000000.0, 4.0), (20000000.0, 2.3)], [(80000000.0, 4.0), (10000000.0, 1.8), (160000000.0, 5.0)]]",0.1231050633591184,"[2.88211435921589e-10, 2.654489373017884e-10, 2.828451698416188e-10, 2.1685152094135912e-10, 2.0225881685641015e-10, 2.713854126584635e-10, 2.3633200423351086e-10, 2.8275382221680107e-10]","[0.0009, 0.0007999999999999999, 0.001, 0.001, 0.001, 0.0007999999999999999, 0.0009, 0.001]",39696977.901720576,100,0.024757060575034896,"[1, 2, 3]",1,5,iot32
33,iot,4,"[[(10000000.0, 1.8), (40000000.0, 2.7), (20000000.0, 2.3)], [(40000000.0, 2.7), (20000000.0, 2.3), (160000000.0, 5.0)], [(20000000.0, 2.3), (160000000.0, 5.0), (40000000.0, 2.7)], [(10000000.0, 1.8), (20000000.0, 2.3), (160000000.0, 5.0)]]",0.15460482410062756,"[2.7136339137953976e-10, 2.4986984382397315e-10, 2.510980593142712e-10, 2.2355362982117498e-10]","[0.0007999999999999999, 0.001, 0.0007999999999999999, 0.0009]",36631055.007603854,100,0.04790353880620397,"[1, 4, 3]",1,5,iot33
34,iot,16,"[[(160000000.0, 5.0), (80000000.0, 4.0), (10000000.0, 1.8)], [(160000000.0, 5.0), (40000000.0, 2.7), (80000000.0, 4.0)], [(80000000.0, 4.0), (10000000.0, 1.8), (40000000.0, 2.7)], [(40000000.0, 2.7), (20000000.0, 2.3), (80000000.0, 4.0)], [(80000000.0, 4.0), (10000000.0, 1.8), (20000000.0, 2.3)], [(10000000.0, 1.8), (40000000.0, 2.7), (20000000.0, 2.3)], [(160000000.0, 5.0), (20000000.0, 2.3), (80000000.0, 4.0)], [(160000000.0, 5.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(40000000.0, 2.7), (80000000.0, 4.0), (160000000.0, 5.0)], [(80000000.0, 4.0), (10000000.0, 1.8), (160000000.0, 5.0)], [(80000000.0, 4.0), (160000000.0, 5.0), (20000000.0, 2.3)], [(160000000.0, 5.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(80000000.0, 4.0), (20000000.0, 2.3), (160000000.0, 5.0)], [(80000000.0, 4.0), (10000000.0, 1.8), (40000000.0, 2.7)], [(160000000.0, 5.0), (10000000.0, 1.8), (20000000.0, 2.3)], [(80000000.0, 4.0), (20000000.0, 2.3), (10000000.0, 1.8)]]",0.17683588944861311,"[2.4884948470913714e-10, 2.6727643189402006e-10, 2.669651571536486e-10, 2.1556059384507108e-10, 2.928252066125541e-10, 2.0899434020312332e-10, 2.3270372451777175e-10, 2.9734061068510945e-10, 2.0541644861120307e-10, 2.1343729542278066e-10, 2.3260317039900226e-10, 2.0600940807027402e-10, 2.3650335814880147e-10, 2.6088248210187e-10, 2.767211619284373e-10, 2.909526818145829e-10]","[0.001, 0.001, 0.0007999999999999999, 0.0009, 0.001, 0.0009, 0.0009, 0.0009, 0.001, 0.0009, 0.0007999999999999999, 0.0007999999999999999, 0.0009, 0.001, 0.0007999999999999999, 0.0009]",40383365.7509218,100,0.03154596077269737,"[3, 4, 1]",0,5,iot34
35,iot,8,"[[(10000000.0, 1.8), (20000000.0, 2.3), (40000000.0, 2.7)], [(10000000.0, 1.8), (80000000.0, 4.0), (20000000.0, 2.3)], [(80000000.0, 4.0), (10000000.0, 1.8), (20000000.0, 2.3)], [(20000000.0, 2.3), (10000000.0, 1.8), (40000000.0, 2.7)], [(10000000.0, 1.8), (80000000.0, 4.0), (40000000.0, 2.7)], [(80000000.0, 4.0), (10000000.0, 1.8), (20000000.0, 2.3)], [(20000000.0, 2.3), (80000000.0, 4.0), (160000000.0, 5.0)], [(40000000.0, 2.7), (80000000.0, 4.0), (10000000.0, 1.8)]]",0.14679992481545254,"[2.513122506570043e-10, 2.4723275914948904e-10, 2.963567119350791e-10, 2.623358982282793e-10, 2.0362588908413277e-10, 2.007455335034859e-10, 2.58964257026377e-10, 2.490173124238636e-10]","[0.0009, 0.0009, 0.0007999999999999999, 0.001, 0.001, 0.001, 0.0009, 0.001]",38468869.80910325,100,0.01751311184337379,"[3, 2, 4]",1,5,iot35
36,iot,4,"[[(10000000.0, 1.8), (40000000.0, 2.7), (20000000.0, 2.3)], [(80000000.0, 4.0), (10000000.0, 1.8), (160000000.0, 5.0)], [(160000000.0, 5.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(40000000.0, 2.7), (80000000.0, 4.0), (20000000.0, 2.3)]]",0.13867445300260198,"[2.029045761295114e-10, 2.407313961194232e-10, 2.2965674606524339e-10, 2.25936648469635e-10]","[0.001, 0.0007999999999999999, 0.001, 0.0009]",39438122.36587648,100,0.04359468363182344,"[1, 2, 4]",1,5,iot36
37,iot,16,"[[(20000000.0, 2.3), (10000000.0, 1.8), (40000000.0, 2.7)], [(160000000.0, 5.0), (80000000.0, 4.0), (20000000.0, 2.3)], [(160000000.0, 5.0), (80000000.0, 4.0), (40000000.0, 2.7)], [(40000000.0, 2.7), (20000000.0, 2.3), (80000000.0, 4.0)], [(20000000.0, 2.3), (10000000.0, 1.8), (80000000.0, 4.0)], [(10000000.0, 1.8), (160000000.0, 5.0), (40000000.0, 2.7)], [(40000000.0, 2.7), (20000000.0, 2.3), (10000000.0, 1.8)], [(10000000.0, 1.8), (80000000.0, 4.0), (160000000.0, 5.0)], [(40000000.0, 2.7), (80000000.0, 4.0), (160000000.0, 5.0)], [(20000000.0, 2.3), (80000000.0, 4.0), (10000000.0, 1.8)], [(10000000.0, 1.8), (40000000.0, 2.7), (80000000.0, 4.0)], [(10000000.0, 1.8), (40000000.0, 2.7), (160000000.0, 5.0)], [(10000000.0, 1.8), (80000000.0, 4.0), (40000000.0, 2.7)], [(40000000.0, 2.7), (160000000.0, 5.0), (80000000.0, 4.0)], [(40000000.0, 2.7), (160000000.0, 5.0), (10000000.0, 1.8)], [(10000000.0, 1.8), (160000000.0, 5.0), (20000000.0, 2.3)]]",0.15655607681790326,"[2.9431138969614826e-10, 2.001733835127168e-10, 2.857726221668466e-10, 2.6423957987489116e-10, 2.878592714786781e-10, 2.3486187443538785e-10, 2.1913762547667614e-10, 2.2964351583297606e-10, 2.2496079020700952e-10, 2.5669996396840895e-10, 2.0085521564759955e-10, 2.8021849193992334e-10, 2.4757839671129366e-10, 2.8093692724867335e-10, 2.5746761742312186e-10, 2.2938734914776394e-10]","[0.0009, 0.0009, 0.0007999999999999999, 0.001, 0.0007999999999999999, 0.0007999999999999999, 0.0007999999999999999, 0.0009, 0.0009, 0.0009, 0.0007999999999999999, 0.001, 0.001, 0.0007999999999999999, 0.0007999999999999999, 0.0007999999999999999]",36028583.91684127,100,0.050593935232380476,"[1, 2, 3]",1,5,iot37
38,iot,16,"[[(20000000.0, 2.3), (80000000.0, 4.0), (10000000.0, 1.8)], [(80000000.0, 4.0), (20000000.0, 2.3), (10000000.0, 1.8)], [(80000000.0, 4.0), (160000000.0, 5.0), (40000000.0, 2.7)], [(80000000.0, 4.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(160000000.0, 5.0), (20000000.0, 2.3), (80000000.0, 4.0)], [(10000000.0, 1.8), (160000000.0, 5.0), (40000000.0, 2.7)], [(40000000.0, 2.7), (10000000.0, 1.8), (80000000.0, 4.0)], [(40000000.0, 2.7), (80000000.0, 4.0), (20000000.0, 2.3)], [(10000000.0, 1.8), (40000000.0, 2.7), (160000000.0, 5.0)], [(80000000.0, 4.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(40000000.0, 2.7), (10000000.0, 1.8), (80000000.0, 4.0)], [(40000000.0, 2.7), (160000000.0, 5.0), (80000000.0, 4.0)], [(80000000.0, 4.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(160000000.0, 5.0), (20000000.0, 2.3), (10000000.0, 1.8)], [(160000000.0, 5.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(160000000.0, 5.0), (10000000.0, 1.8), (80000000.0, 4.0)]]",0.11906297578519454,"[2.7820883922142505e-10, 2.0336143209867304e-10, 2.3575421950854043e-10, 2.4133079008632724e-10, 2.4902967044736667e-10, 2.315981887381882e-10, 2.1422765632088482e-10, 2.3464728841862194e-10, 2.3876253459629996e-10, 2.247259882254267e-10, 2.208904950314409e-10, 2.970065162723915e-10, 2.7201964314731915e-10, 2.9707986765075563e-10, 2.787810283932977e-10, 2.7352798866681003e-10]","[0.001, 0.001, 0.0009, 0.0009, 0.001, 0.0007999999999999999, 0.0009, 0.0007999999999999999, 0.001, 0.001, 0.0009, 0.0007999999999999999, 0.0009, 0.0007999999999999999, 0.0009, 0.0009]",36628574.16543716,100,0.04694931355052228,"[4, 3, 1]",1,5,iot38
39,iot,8,"[[(20000000.0, 2.3), (80000000.0, 4.0), (40000000.0, 2.7)], [(10000000.0, 1.8), (20000000.0, 2.3), (80000000.0, 4.0)], [(40000000.0, 2.7), (160000000.0, 5.0), (20000000.0, 2.3)], [(10000000.0, 1.8), (20000000.0, 2.3), (80000000.0, 4.0)], [(40000000.0, 2.7), (20000000.0, 2.3), (160000000.0, 5.0)], [(20000000.0, 2.3), (40000000.0, 2.7), (160000000.0, 5.0)], [(80000000.0, 4.0), (160000000.0, 5.0), (20000000.0, 2.3)], [(160000000.0, 5.0), (10000000.0, 1.8), (20000000.0, 2.3)]]",0.10017974397592894,"[2.4960985465018775e-10, 2.542270069455961e-10, 2.3764002337799847e-10, 2.308712534962242e-10, 2.890540052321102e-10, 2.931347377868835e-10, 2.0517952288562217e-10, 2.718149126657796e-10]","[0.0009, 0.001, 0.001, 0.001, 0.0007999999999999999, 0.001, 0.001, 0.0009]",39202553.36309358,100,0.02352577259892183,"[2, 3, 4]",1,5,iot39
40,mec,32,"[[(1500000000.0, 1.2), (1000000000.0, 1.0), (600000000.0, 0.8)], [(1000000000.0, 1.0), (600000000.0, 0.8), (750000000.0, 0.825)], [(600000000.0, 0.8), (1500000000.0, 1.2), (750000000.0, 0.825)], [(600000000.0, 0.8), (750000000.0, 0.825), (1500000000.0, 1.2)], [(1000000000.0, 1.0), (600000000.0, 0.8), (750000000.0, 0.825)], [(600000000.0, 0.8), (1500000000.0, 1.2), (1000000000.0, 1.0)], [(750000000.0, 0.825), (600000000.0, 0.8), (1000000000.0, 1.0)], [(750000000.0, 0.825), (1000000000.0, 1.0), (1500000000.0, 1.2)], [(1500000000.0, 1.2), (750000000.0, 0.825), (1000000000.0, 1.0)], [(1000000000.0, 1.0), (750000000.0, 0.825), (600000000.0, 0.8)], [(600000000.0, 0.8), (750000000.0, 0.825), (1500000000.0, 1.2)], [(1500000000.0, 1.2), (1000000000.0, 1.0), (750000000.0, 0.825)], [(600000000.0, 0.8), (1500000000.0, 1.2), (1000000000.0, 1.0)], [(1000000000.0, 1.0), (1500000000.0, 1.2), (600000000.0, 0.8)], [(1500000000.0, 1.2), (750000000.0, 0.825), (1000000000.0, 1.0)], [(600000000.0, 0.8), (750000000.0, 0.825), (1500000000.0, 1.2)], [(600000000.0, 0.8), (1500000000.0, 1.2), (1000000000.0, 1.0)], [(750000000.0, 0.825), (1000000000.0, 1.0), (1500000000.0, 1.2)], [(600000000.0, 0.8), (1000000000.0, 1.0), (1500000000.0, 1.2)], [(1000000000.0, 1.0), (750000000.0, 0.825), (1500000000.0, 1.2)], [(600000000.0, 0.8), (1000000000.0, 1.0), (1500000000.0, 1.2)], [(1000000000.0, 1.0), (750000000.0, 0.825), (1500000000.0, 1.2)], [(1500000000.0, 1.2), (750000000.0, 0.825), (1000000000.0, 1.0)], [(1500000000.0, 1.2), (750000000.0, 0.825), (1000000000.0, 1.0)], [(1500000000.0, 1.2), (600000000.0, 0.8), (1000000000.0, 1.0)], [(750000000.0, 0.825), (1500000000.0, 1.2), (1000000000.0, 1.0)], [(1500000000.0, 1.2), (600000000.0, 0.8), (1000000000.0, 1.0)], [(1000000000.0, 1.0), (600000000.0, 0.8), (1500000000.0, 1.2)], [(600000000.0, 0.8), (750000000.0, 0.825), (1500000000.0, 1.2)], [(1500000000.0, 1.2), (600000000.0, 0.8), (750000000.0, 0.825)], [(750000000.0, 0.825), (600000000.0, 0.8), (1500000000.0, 1.2)], [(750000000.0, 0.825), (1000000000.0, 1.0), (1500000000.0, 1.2)]]",-1.0,"[1.869432589897989e-09, 1.5678351436357188e-09, 1.8469440196233708e-09, 1.8162302713588257e-09, 1.9934482725167213e-09, 1.6831954887150383e-09, 1.5378480284630469e-09, 1.5766099547919247e-09, 1.5830297215546234e-09, 1.8346696225939391e-09, 1.8475635866408334e-09, 1.5331241687546996e-09, 1.6414128519223056e-09, 1.95780907189981e-09, 1.8014507327181293e-09, 1.909003461876692e-09, 1.8582750830128134e-09, 1.6045114384738769e-09, 1.6479170616632596e-09, 1.8709160559425792e-09, 1.71884512566997e-09, 1.5022666933031832e-09, 1.5256454698088544e-09, 1.639188100546563e-09, 1.9127583346328654e-09, 1.9720816309630555e-09, 1.65039467141066e-09, 1.5198030338376216e-09, 1.614037272434643e-09, 1.6959145937084748e-09, 1.92967973835589e-09, 1.7069157151412655e-09]","[0.65, 0.65, 0.75, 0.75, 0.5499999999999999, 0.65, 0.5499999999999999, 0.75, 0.65, 0.5499999999999999, 0.5499999999999999, 0.65, 0.75, 0.75, 0.75, 0.5499999999999999, 0.65, 0.5499999999999999, 0.75, 0.65, 0.75, 0.65, 0.65, 0.5499999999999999, 0.75, 0.75, 0.65, 0.5499999999999999, 0.75, 0.75, 0.75, 0.75]",-1.0,-1,0.14612222374305267,"[3, 4, 2]",0,1,mec40
41,mec,16,"[[(1500000000.0, 1.2), (1000000000.0, 1.0), (750000000.0, 0.825)], [(1000000000.0, 1.0), (750000000.0, 0.825), (600000000.0, 0.8)], [(1000000000.0, 1.0), (1500000000.0, 1.2), (600000000.0, 0.8)], [(750000000.0, 0.825), (1000000000.0, 1.0), (1500000000.0, 1.2)], [(750000000.0, 0.825), (600000000.0, 0.8), (1500000000.0, 1.2)], [(750000000.0, 0.825), (1500000000.0, 1.2), (1000000000.0, 1.0)], [(750000000.0, 0.825), (600000000.0, 0.8), (1500000000.0, 1.2)], [(600000000.0, 0.8), (750000000.0, 0.825), (1000000000.0, 1.0)], [(1000000000.0, 1.0), (1500000000.0, 1.2), (600000000.0, 0.8)], [(1500000000.0, 1.2), (1000000000.0, 1.0), (750000000.0, 0.825)], [(750000000.0, 0.825), (1000000000.0, 1.0), (600000000.0, 0.8)], [(750000000.0, 0.825), (1500000000.0, 1.2), (600000000.0, 0.8)], [(750000000.0, 0.825), (1000000000.0, 1.0), (1500000000.0, 1.2)], [(750000000.0, 0.825), (1500000000.0, 1.2), (600000000.0, 0.8)], [(1500000000.0, 1.2), (1000000000.0, 1.0), (750000000.0, 0.825)], [(600000000.0, 0.8), (1000000000.0, 1.0), (1500000000.0, 1.2)]]",-1.0,"[1.89899880723986e-09, 1.5880173710819323e-09, 1.6853367381916883e-09, 1.6035868254899226e-09, 1.8185587457855884e-09, 1.7870799614445895e-09, 1.6339794062372975e-09, 1.774730438288231e-09, 1.500836713236504e-09, 1.9908245092836657e-09, 1.5188897756273326e-09, 1.8482576945846618e-09, 1.616809831646086e-09, 1.9873144887087138e-09, 1.5496869742030602e-09, 1.715345654164086e-09]","[0.65, 0.65, 0.65, 0.75, 0.75, 0.75, 0.5499999999999999, 0.5499999999999999, 0.65, 0.65, 0.65, 0.5499999999999999, 0.5499999999999999, 0.75, 0.75, 0.5499999999999999]",-1.0,-1,0.1975580308092612,"[4, 2, 3]",0,1,mec41
42,mec,16,"[[(600000000.0, 0.8), (750000000.0, 0.825), (1000000000.0, 1.0)], [(600000000.0, 0.8), (750000000.0, 0.825), (1500000000.0, 1.2)], [(1000000000.0, 1.0), (750000000.0, 0.825), (600000000.0, 0.8)], [(1500000000.0, 1.2), (600000000.0, 0.8), (750000000.0, 0.825)], [(1500000000.0, 1.2), (750000000.0, 0.825), (600000000.0, 0.8)], [(1000000000.0, 1.0), (1500000000.0, 1.2), (600000000.0, 0.8)], [(1500000000.0, 1.2), (1000000000.0, 1.0), (600000000.0, 0.8)], [(1000000000.0, 1.0), (600000000.0, 0.8), (1500000000.0, 1.2)], [(1000000000.0, 1.0), (750000000.0, 0.825), (600000000.0, 0.8)], [(600000000.0, 0.8), (1000000000.0, 1.0), (1500000000.0, 1.2)], [(1000000000.0, 1.0), (1500000000.0, 1.2), (600000000.0, 0.8)], [(1500000000.0, 1.2), (600000000.0, 0.8), (1000000000.0, 1.0)], [(1500000000.0, 1.2), (1000000000.0, 1.0), (750000000.0, 0.825)], [(600000000.0, 0.8), (1000000000.0, 1.0), (1500000000.0, 1.2)], [(1500000000.0, 1.2), (750000000.0, 0.825), (1000000000.0, 1.0)], [(600000000.0, 0.8), (750000000.0, 0.825), (1000000000.0, 1.0)]]",-1.0,"[1.5398839903654116e-09, 1.8835310573320946e-09, 1.7709540595436156e-09, 1.8142325907717841e-09, 1.9557621191113535e-09, 1.7232900506938841e-09, 1.7996870831374198e-09, 1.6851578555588307e-09, 1.8153794478830223e-09, 1.8068024186973637e-09, 1.945517066158866e-09, 1.5443404326855694e-09, 1.720055822300773e-09, 1.982989373503562e-09, 1.7768613923985682e-09, 1.8650380135832654e-09]","[0.75, 0.5499999999999999, 0.5499999999999999, 0.65, 0.75, 0.75, 0.65, 0.65, 0.5499999999999999, 0.5499999999999999, 0.65, 0.65, 0.75, 0.5499999999999999, 0.65, 0.75]",-1.0,-1,0.4709689974582249,"[2, 4, 3]",0,1,mec42
